ATP,Location,Tournament,tourney_date,Series,Court,surface,Round,Best of,winner_name,loser_name,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores
18,Marbella,AnyTech365 Andalucia Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Ramos-Vinolas A.,Norbert Gombos,47.0,99.0,1360.0,792.0,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,3.0,1.4,3.22,1.42,3.26,1.37,3.06,6-7 7-5 6-4
18,Marbella,AnyTech365 Andalucia Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Jaume Munar,Ilya Ivashka,95.0,115.0,815.0,673.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.39,3.26,1.41,3.5,1.35,3.23,6-7 6-4 6-4
17,Cagliari,Sardegna Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Lorenzo Sonego,Yannick Hanfmann,34.0,105.0,1717.0,767.0,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.63,2.44,1.63,2.65,1.57,2.4,3-6 7-6 6-3
17,Cagliari,Sardegna Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Taylor Fritz,Andraz Bedene,30.0,58.0,1855.0,1125.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.93,1.97,1.93,2.1,1.81,2.0,6-3 6-4
17,Cagliari,Sardegna Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Laslo Djere,Lorenzo Musetti,57.0,90.0,1133.0,861.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,2.02,1.88,2.1,1.95,1.99,1.82,6-4 4-6 6-2
17,Cagliari,Sardegna Open,2021-04-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Nikoloz Basilashvili,Jan Lennard Struff,37.0,41.0,1600.0,1485.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.48,1.61,2.6,1.62,2.42,1.56,7-5 4-6 6-3
17,Cagliari,Sardegna Open,2021-04-10,ATP250,Outdoor,Hard,Semifinals,3.0,Lorenzo Sonego,Taylor Fritz,34.0,30.0,1717.0,1855.0,6.0,4.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.72,2.1,1.69,2.3,1.8,2.4,1.7,2.15,6-4 5-7 6-1
17,Cagliari,Sardegna Open,2021-04-10,ATP250,Outdoor,Hard,Semifinals,3.0,Laslo Djere,Nikoloz Basilashvili,57.0,37.0,1133.0,1600.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.45,2.97,1.57,2.97,1.5,2.6,6-2 6-0
18,Marbella,AnyTech365 Andalucia Open,2021-04-10,ATP250,Outdoor,Hard,Semifinals,3.0,Pablo Carreno Busta,Ramos-Vinolas A.,15.0,47.0,2630.0,1360.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,3.0,1.48,2.89,1.53,3.04,1.43,2.84,6-1 3-6 7-6
18,Marbella,AnyTech365 Andalucia Open,2021-04-10,ATP250,Outdoor,Hard,Semifinals,3.0,Jaume Munar,Carlos Alcaraz,95.0,133.0,815.0,560.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.48,1.61,2.54,1.63,2.38,1.58,7-6 6-4
17,Cagliari,Sardegna Open,2021-04-11,ATP250,Outdoor,Hard,The Final,3.0,Lorenzo Sonego,Laslo Djere,34.0,57.0,1717.0,1133.0,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.66,2.37,1.66,2.45,1.73,2.28,1.63,2-6 7-6 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,David Goffin,Mile Cilic,15.0,43.0,2750.0,1453.0,6.0,4.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.72,2.1,1.76,2.19,1.8,2.2,1.74,2.1,6-4 3-6 6-0
19,Monte Carlo,Monte Carlo Masters,2021-04-11,Masters 1000,Outdoor,Clay,1st Round,3.0,John Thompson,Benoit Paire,63.0,35.0,1037.0,1680.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.73,2.24,1.81,2.3,1.72,2.13,6-4 6-7 7-6
18,Marbella,AnyTech365 Andalucia Open,2021-04-11,ATP250,Outdoor,Hard,The Final,3.0,Pablo Carreno Busta,Jaume Munar,15.0,95.0,2630.0,815.0,6.0,1.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.37,1.67,2.36,1.71,2.65,1.58,2.38,6-1 2-6 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-12,Masters 1000,Outdoor,Clay,1st Round,3.0,Alejandro Davidovich Fokina,Alex De Minaur,58.0,25.0,1135.0,2235.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.69,2.31,1.77,2.31,1.66,2.22,6-4 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-12,Masters 1000,Outdoor,Clay,1st Round,3.0,Aslan Karatsev,Lorenzo Musetti,29.0,84.0,1918.0,899.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.91,2.0,1.99,2.17,1.85,1.95,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-12,Masters 1000,Outdoor,Clay,1st Round,3.0,John Millman,Ugo Humbert,44.0,32.0,1436.0,1825.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.6,1.56,2.75,1.57,2.53,1.52,6-3 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-12,Masters 1000,Outdoor,Clay,1st Round,3.0,Tommy Paul,Pedro Martinez,54.0,100.0,1155.0,787.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,1.8,2.0,1.91,2.0,1.92,2.1,1.83,1.98,4-1
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Jeremy Chardy,Alexander Bublik,53.0,42.0,1168.0,1462.0,6.0,4.0,0.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.2,1.69,2.31,1.8,2.35,1.66,2.25,6-4 0-6 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,2nd Round,3.0,Alejandro Davidovich Fokina,Matteo Berrettini,58.0,10.0,1135.0,3453.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.95,1.95,2.1,1.95,1.95,1.86,7-5 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,2nd Round,3.0,Stefanos Tsitsipas,Aslan Karatsev,5.0,29.0,7040.0,1918.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.66,1.59,2.75,1.52,2.54,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Filip Krajinovic,Nikoloz Basilashvili,37.0,36.0,1616.0,1645.0,6.0,1.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.36,3.2,1.4,3.2,1.43,3.25,1.38,3.02,6-1 2-0
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Pablo Carreno Busta,Stefano Travaglia,12.0,67.0,2835.0,1024.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.41,3.15,1.49,3.25,1.41,2.91,7-5 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Karen Khachanov,Laslo Djere,23.0,49.0,2280.0,1258.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.79,2.15,1.85,2.28,1.72,2.13,6-4 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Lorenzo Sonego,Marton Fucsovics,28.0,40.0,1919.0,1497.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.24,1.73,2.45,1.73,2.25,1.64,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Grigor Dimitrov,Jan Lennard Struff,17.0,41.0,2598.0,1485.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.61,2.49,1.71,2.66,1.58,2.38,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Casper Ruud,Holger Rune,27.0,322.0,1927.0,159.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.17,5.89,1.2,7.0,1.16,5.37,6-2 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Alexei Popyrin,Pablo Andujar,83.0,80.0,906.0,935.0,0.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.62,1.47,2.92,1.57,2.95,1.47,2.7,0-6 6-2 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Federico Delbonis,Adrian Mannarino,87.0,34.0,884.0,1681.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.29,4.06,1.31,4.2,1.27,3.8,7-5 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Salvatore Caruso,Lucas Catarina,89.0,388.0,876.0,113.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.14,5.5,1.13,7.25,1.2,7.25,1.13,6.15,6-7 7-6 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Cristian Garin,Felix Auger Aliassime,24.0,21.0,2260.0,2373.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.13,1.8,2.35,1.8,2.11,1.74,7-6 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Daniel Evans,Dusan Lajovic,33.0,31.0,1825.0,1895.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.5,1.53,2.54,1.59,2.6,1.61,2.48,1.55,6-3 6-7 6-2
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Hubert Hurkacz,Thomas Fabbiano,16.0,171.0,2600.0,416.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.3,3.9,1.31,4.25,1.28,3.71,6-3 3-6 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Fabio Fognini,Miomir Kecmanovic,18.0,47.0,2548.0,1364.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.68,2.34,1.7,2.57,1.61,2.32,6-2 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Lucas Pouille,Guido Pella,86.0,48.0,894.0,1298.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.13,1.8,2.15,1.84,2.06,1.76,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Jannik Sinner,Ramos-Vinolas A.,22.0,46.0,2369.0,1405.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.41,3.15,1.44,3.47,1.38,3.06,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Marco Cecchinato,Dominik Koepfer,92.0,56.0,836.0,1146.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.95,1.95,2.05,2.02,1.94,1.87,6-4 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-13,Masters 1000,Outdoor,Clay,1st Round,3.0,Roberto Bautista Agut,Taylor Fritz,11.0,30.0,3090.0,1900.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.4,3.24,1.45,3.25,1.38,3.05,6-2 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Daniel Evans,Hubert Hurkacz,33.0,16.0,1825.0,2600.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.62,1.56,2.76,1.59,2.5,1.53,6-4 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Roberto Bautista Agut,Tommy Paul,11.0,54.0,3090.0,1155.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.2,1.27,4.33,1.24,4.0,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Pablo Carreno Busta,Karen Khachanov,12.0,23.0,2835.0,2280.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.97,1.93,2.06,1.95,1.96,1.83,6-2 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Alexander Zverev,Lorenzo Sonego,6.0,28.0,6125.0,1919.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.06,1.51,3.06,1.43,2.84,6-3 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Filip Krajinovic,Juan Ignacio Londero,37.0,94.0,1616.0,822.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.19,5.5,1.22,5.5,1.17,4.98,6-0 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Rafael Nadal,Federico Delbonis,3.0,87.0,9670.0,884.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.04,15.32,1.05,17.0,1.03,12.74,6-1 6-2
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Lucas Pouille,Alexei Popyrin,86.0,83.0,894.0,906.0,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.66,2.44,1.63,2.44,1.67,2.28,1.62,7-5 2-6 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,David Goffin,Marco Cecchinato,15.0,92.0,2750.0,836.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.61,2.49,1.65,2.7,1.56,2.42,6-4 6-0
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Casper Ruud,Diego Schwartzman,27.0,9.0,1927.0,3720.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.69,1.53,2.71,1.58,2.49,1.53,6-3 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Novak Djokovic,Jannik Sinner,1.0,22.0,11963.0,2369.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.57,1.36,3.57,1.33,3.31,6-4 6-2
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fabio Fognini,John Thompson,18.0,63.0,2548.0,1037.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.45,1.22,5.5,1.18,4.83,6-3 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Andrey Rublev,Salvatore Caruso,8.0,89.0,5400.0,876.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.07,10.94,1.12,10.94,1.07,8.84,6-3 6-2
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cristian Garin,John Millman,24.0,44.0,2260.0,1436.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.27,4.21,1.3,4.35,1.25,3.92,6-1 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-14,Masters 1000,Outdoor,Clay,2nd Round,3.0,Grigor Dimitrov,Jeremy Chardy,17.0,53.0,2598.0,1168.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.19,1.43,3.3,1.38,3.01,7-6 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Andrey Rublev,Roberto Bautista Agut,8.0,11.0,5400.0,3090.0,7.0,6.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.46,2.95,1.49,3.1,1.43,2.82,7-6 5-7 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Rafael Nadal,Grigor Dimitrov,3.0,17.0,9670.0,2598.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.05,11.0,1.04,15.29,1.07,15.29,1.04,11.61,6-1 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Fabio Fognini,Filip Krajinovic,18.0,37.0,2548.0,1616.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.06,1.85,2.06,1.93,1.98,1.83,6-2 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Casper Ruud,Pablo Carreno Busta,27.0,12.0,1927.0,2835.0,7.0,6.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.9,1.9,1.8,2.13,2.01,2.13,1.87,1.94,7-6 5-7 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,David Goffin,Alexander Zverev,15.0,6.0,2750.0,6125.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.7,1.53,2.75,1.54,2.62,1.49,6-4 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Stefanos Tsitsipas,Cristian Garin,5.0,24.0,7040.0,2260.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.72,1.39,3.72,1.32,3.36,6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Alejandro Davidovich Fokina,Lucas Pouille,58.0,86.0,1135.0,894.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.32,3.77,1.35,4.05,1.29,3.6,6-2 7-6
19,Monte Carlo,Monte Carlo Masters,2021-04-15,Masters 1000,Outdoor,Clay,3rd Round,3.0,Daniel Evans,Novak Djokovic,33.0,1.0,1825.0,11963.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,11.0,1.05,12.79,1.06,14.0,1.07,10.9,1.05,6-4 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-16,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Stefanos Tsitsipas,Alejandro Davidovich Fokina,5.0,58.0,7040.0,1135.0,7.0,5.0,,,,,,,,,1.0,0.0,Retired,1.22,4.33,1.21,5.11,1.27,5.11,1.21,4.37,7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-16,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Daniel Evans,David Goffin,33.0,15.0,1825.0,2750.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.9,1.47,2.9,1.62,2.6,1.51,5-7 6-3 6-4
19,Monte Carlo,Monte Carlo Masters,2021-04-16,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Casper Ruud,Fabio Fognini,27.0,18.0,1927.0,2548.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.77,2.18,1.8,2.25,1.73,2.12,6-4 6-3
19,Monte Carlo,Monte Carlo Masters,2021-04-16,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Andrey Rublev,Rafael Nadal,8.0,3.0,5400.0,9670.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,6.5,1.11,5.87,1.17,6.75,1.19,5.83,1.14,6-2 4-6 6-2
19,Monte Carlo,Monte Carlo Masters,2021-04-17,Masters 1000,Outdoor,Clay,Semifinals,3.0,Andrey Rublev,Casper Ruud,8.0,27.0,5400.0,1927.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.41,3.18,1.41,3.82,1.34,3.25,6-3 7-5
19,Monte Carlo,Monte Carlo Masters,2021-04-17,Masters 1000,Outdoor,Clay,Semifinals,3.0,Stefanos Tsitsipas,Daniel Evans,5.0,33.0,7040.0,1825.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.14,6.63,1.19,6.63,1.16,5.3,6-2 6-1
19,Monte Carlo,Monte Carlo Masters,2021-04-18,Masters 1000,Outdoor,Clay,The Final,3.0,Stefanos Tsitsipas,Andrey Rublev,5.0,8.0,7040.0,5400.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.0,1.91,2.22,1.92,2.0,1.82,6-3 6-3
21,Belgrade,Serbia Open,2021-04-19,ATP250,Outdoor,Clay,1st Round,3.0,John Millman,Drazen Petrovic,43.0,157.0,1461.0,470.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.44,3.0,1.45,3.1,1.42,2.86,7-5 6-4
21,Belgrade,Serbia Open,2021-04-19,ATP250,Outdoor,Clay,1st Round,3.0,Filip Krajinovic,Stefano Travaglia,33.0,63.0,1683.0,1039.0,7.0,5.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.34,3.5,1.48,3.5,1.36,3.13,7-5 5-7 6-3
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Jaume Munar,Thiago Monteiro,86.0,76.0,904.0,948.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.37,3.36,1.38,3.55,1.34,3.26,6-3 7-5
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Ilya Ivashka,Tallon Griekspoor,111.0,144.0,713.0,518.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.56,2.59,1.56,2.95,1.46,2.7,6-3 6-1
21,Belgrade,Serbia Open,2021-04-19,ATP250,Outdoor,Clay,1st Round,3.0,Marco Cecchinato,Viktor Troicki,94.0,196.0,816.0,354.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.28,4.02,1.28,4.4,1.25,3.89,6-1 6-4
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Kei Nishikori,Guido Pella,39.0,50.0,1543.0,1208.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.3,3.5,1.34,3.55,1.34,4.05,1.29,3.59,4-6 7-6 6-2
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Federico Gaio,Benoit Paire,138.0,35.0,534.0,1680.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.27,1.7,2.47,1.74,2.19,1.67,7-5 6-3
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Egor Gerasimov,Jo-Wilfried Tsonga,77.0,71.0,946.0,980.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.24,1.43,3.52,1.37,3.05,7-5 6-1
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Jeremy Chardy,Nikoloz Basilashvili,51.0,36.0,1190.0,1645.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.53,2.67,1.55,3.07,1.43,2.83,6-4 3-6 6-3
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Pablo Andujar,Germain Simon,80.0,70.0,935.0,982.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.54,2.63,1.57,2.81,1.52,2.51,6-1 3-6 6-3
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Cameron Norrie,Salvatore Caruso,58.0,81.0,1130.0,928.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.34,1.66,2.4,1.74,2.26,1.63,6-1 6-2
21,Belgrade,Serbia Open,2021-04-19,ATP250,Outdoor,Clay,1st Round,3.0,Nikola Milojevic,Federico Coria,134.0,90.0,551.0,875.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.71,2.24,1.74,2.33,1.67,2.2,6-4 6-0
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Pierre Hugues Herbert,Sumit Nagal,78.0,135.0,942.0,548.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.1,1.95,2.1,1.81,1.99,7-5 6-0
20,Barcelona,Barcelona Open,2021-04-19,ATP500,Outdoor,Clay,1st Round,3.0,Bernabe Zapata Miralles,Askold Kuznetsov,147.0,480.0,510.0,78.0,6.0,7.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.37,1.6,2.49,1.63,2.5,1.58,2.37,6-7 7-5 6-1
21,Belgrade,Serbia Open,2021-04-20,ATP250,Outdoor,Clay,1st Round,3.0,Federico Delbonis,Ricardas Berankis,84.0,89.0,919.0,883.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.45,2.93,1.47,3.15,1.42,2.84,6-4 3-6 6-1
21,Belgrade,Serbia Open,2021-04-20,ATP250,Outdoor,Clay,1st Round,3.0,Taro Daniel,Joao Sousa,126.0,105.0,629.0,763.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,3.35,1.73,2.69,1.53,7-5 6-3
